Index,Target Var,Method,CrossValMeans,CrossValerrors,Model
Singapore Grand Prix,statusId,LDA,0.676470588235294,0.12007302660701852,1_4
Singapore Grand Prix,statusId,MLP,0.6960784313725489,0.0733658311132145,1_4
Singapore Grand Prix,statusId,Extra Trees,0.7465447154471544,0.05547626372723726,1_5
Singapore Grand Prix,statusId,Random Forest,0.7703252032520326,0.014372089048507076,1_5
Singapore Grand Prix,statusId,Gradient Boosting,0.7459349593495935,0.03000980296795409,1_5
Singapore Grand Prix,statusId,Logistic Regression,0.7619918699186993,0.02615720206828288,1_5
Singapore Grand Prix,statusId,KNN,0.7705284552845528,0.010447233557639357,1_5
Singapore Grand Prix,statusId,SVC,0.8113821138211383,0.012803264835791523,1_5
Singapore Grand Prix,statusId,LDA,0.7130081300813007,0.05062893488435859,1_5
Singapore Grand Prix,statusId,MLP,0.7788617886178862,0.03340266436451082,1_5
Malaysian Grand Prix,statusId,Extra Trees,0.5956790123456791,0.10912141684977587,1_3
Malaysian Grand Prix,statusId,Random Forest,0.6335978835978836,0.03521269031411185,1_3
Malaysian Grand Prix,statusId,Gradient Boosting,0.6569664902998236,0.09103843920038443,1_3
Malaysian Grand Prix,statusId,Logistic Regression,0.5097001763668431,0.1885723654973356,1_3
Malaysian Grand Prix,statusId,KNN,0.6825396825396824,0.022447834323382487,1_3
Malaysian Grand Prix,statusId,SVC,0.7301587301587301,0.08979133729352982,1_3
Malaysian Grand Prix,statusId,LDA,0.6455026455026455,0.08989520238006816,1_3
Malaysian Grand Prix,statusId,MLP,0.4977954144620811,0.19799583879468877,1_3
Malaysian Grand Prix,statusId,Extra Trees,0.715686274509804,0.027729677693590107,1_4
Malaysian Grand Prix,statusId,Random Forest,0.6666666666666666,0.08433652222590808,1_4
Malaysian Grand Prix,statusId,Gradient Boosting,0.6960784313725491,0.0693241942339752,1_4
Malaysian Grand Prix,statusId,Logistic Regression,0.5882352941176471,0.14408763192842222,1_4
Malaysian Grand Prix,statusId,KNN,0.7352941176470589,0.024014605321403665,1_4
Malaysian Grand Prix,statusId,SVC,0.7450980392156863,0.04999038738816451,1_4
Malaysian Grand Prix,statusId,LDA,0.4803921568627451,0.1818356567744256,1_4
Malaysian Grand Prix,statusId,MLP,0.607843137254902,0.13864838846795052,1_4
Malaysian Grand Prix,statusId,Extra Trees,0.7123983739837398,0.061799982908580374,1_5
Malaysian Grand Prix,statusId,Random Forest,0.6308943089430894,0.054368304056261745,1_5
Malaysian Grand Prix,statusId,Gradient Boosting,0.6717479674796748,0.05976093669914292,1_5
Malaysian Grand Prix,statusId,Logistic Regression,0.5166666666666667,0.1120374171466907,1_5
Malaysian Grand Prix,statusId,KNN,0.688211382113821,0.08411589724585862,1_5
Malaysian Grand Prix,statusId,SVC,0.7613821138211382,0.07938598725574454,1_5
Malaysian Grand Prix,statusId,LDA,0.4607723577235772,0.1992552147974231,1_5
Malaysian Grand Prix,statusId,MLP,0.6146341463414634,0.12985753110960266,1_5
Japanese Grand Prix,statusId,Extra Trees,0.6948853615520282,0.020415938100159153,1_3
Japanese Grand Prix,statusId,Random Forest,0.7574955908289241,0.14561216550540398,1_3
Japanese Grand Prix,statusId,Gradient Boosting,0.769400352733686,0.11115484428100145,1_3
Japanese Grand Prix,statusId,Logistic Regression,0.5352733686067019,0.19674588925965747,1_3
Japanese Grand Prix,statusId,KNN,0.8421516754850088,0.11311564908244526,1_3
Japanese Grand Prix,statusId,SVC,0.8302469135802468,0.12009306455767729,1_3
Japanese Grand Prix,statusId,LDA,0.79320987654321,0.15425924690863949,1_3
Japanese Grand Prix,statusId,MLP,0.595679012345679,0.2117292948906481,1_3
Japanese Grand Prix,statusId,Extra Trees,0.7647058823529411,0.0865858908463514,1_4
Japanese Grand Prix,statusId,Random Forest,0.7745098039215687,0.16867304445181622,1_4
Japanese Grand Prix,statusId,Gradient Boosting,0.7745098039215685,0.08433652222590808,1_4
Japanese Grand Prix,statusId,Logistic Regression,0.5882352941176471,0.08658589084635146,1_4
Japanese Grand Prix,statusId,KNN,0.7843137254901961,0.13226213297286313,1_4
Japanese Grand Prix,statusId,SVC,0.823529411764706,0.12007302660701852,1_4
Japanese Grand Prix,statusId,LDA,0.7450980392156863,0.17037399212728202,1_4
Japanese Grand Prix,statusId,MLP,0.6470588235294118,0.06353667351380256,1_4
Japanese Grand Prix,statusId,Extra Trees,0.7961382113821139,0.09944364036924781,1_5
Japanese Grand Prix,statusId,Random Forest,0.7296747967479674,0.03314940331361805,1_5
Japanese Grand Prix,statusId,Gradient Boosting,0.7630081300813009,0.07913580756771575,1_5
Japanese Grand Prix,statusId,Logistic Regression,0.7205284552845529,0.07385911508376677,1_5
Japanese Grand Prix,statusId,KNN,0.788211382113821,0.11440182882611623,1_5
Japanese Grand Prix,statusId,SVC,0.8207317073170731,0.09970708637588062,1_5
Japanese Grand Prix,statusId,LDA,0.820528455284553,0.07968361076185325,1_5
Japanese Grand Prix,statusId,MLP,0.7542682926829268,0.0332750332918104,1_5
United States Grand Prix,statusId,Extra Trees,0.7195767195767195,0.015576297824211346,1_3
United States Grand Prix,statusId,Random Forest,0.5965608465608465,0.08379049318077884,1_3
United States Grand Prix,statusId,Gradient Boosting,0.6948853615520282,0.04738987246047406,1_3
United States Grand Prix,statusId,Logistic Regression,0.6353615520282186,0.07206533512954583,1_3
United States Grand Prix,statusId,KNN,0.769400352733686,0.07098902361556889,1_3
United States Grand Prix,statusId,SVC,0.769400352733686,0.07098902361556889,1_3
United States Grand Prix,statusId,LDA,0.7200176366843033,0.02930689481108262,1_3
United States Grand Prix,statusId,MLP,0.6701940035273369,0.03465058678022663,1_3
United States Grand Prix,statusId,Extra Trees,0.6960784313725491,0.013864838846795053,1_4
United States Grand Prix,statusId,Random Forest,0.676470588235294,0.08658589084635142,1_4
United States Grand Prix,statusId,Gradient Boosting,0.7450980392156863,0.03668291555660723,1_4
United States Grand Prix,statusId,Logistic Regression,0.7745098039215687,0.055459355387180165,1_4
United States Grand Prix,statusId,KNN,0.7745098039215685,0.036682915556607236,1_4
United States Grand Prix,statusId,SVC,0.7745098039215685,0.036682915556607236,1_4
United States Grand Prix,statusId,LDA,0.784313725490196,0.027729677693590107,1_4
United States Grand Prix,statusId,MLP,0.7647058823529411,0.024014605321403665,1_4
United States Grand Prix,statusId,Extra Trees,0.7050813008130081,0.03302579726640418,1_5
United States Grand Prix,statusId,Random Forest,0.6888211382113821,0.02745181875753773,1_5
United States Grand Prix,statusId,Gradient Boosting,0.7132113821138212,0.060322381762957206,1_5
United States Grand Prix,statusId,Logistic Regression,0.7540650406504065,0.002874417809701415,1_5
United States Grand Prix,statusId,KNN,0.7298780487804878,0.05103285772829033,1_5
United States Grand Prix,statusId,SVC,0.7786585365853659,0.02008187682265298,1_5
United States Grand Prix,statusId,LDA,0.7623983739837398,0.008910695210074388,1_5
United States Grand Prix,statusId,MLP,0.7623983739837398,0.008910695210074388,1_5
Mexican Grand Prix,statusId,Extra Trees,0.779100529100529,0.13293924993004264,1_3
Mexican Grand Prix,statusId,Random Forest,0.7791005291005292,0.15807846818970703,1_3
Mexican Grand Prix,statusId,Gradient Boosting,0.7804232804232804,0.09079895397741011,1_3
Mexican Grand Prix,statusId,Logistic Regression,0.7923280423280423,0.09302619562178435,1_3
Mexican Grand Prix,statusId,KNN,0.8531746031746031,0.053338214692211505,1_3
Mexican Grand Prix,statusId,SVC,0.8531746031746031,0.053338214692211505,1_3
Mexican Grand Prix,statusId,LDA,0.7667548500881834,0.17553706919672285,1_3
Mexican Grand Prix,statusId,MLP,0.8161375661375662,0.08124608109094525,1_3
Mexican Grand Prix,statusId,Extra Trees,0.7549019607843137,0.09091782838721275,1_4
Mexican Grand Prix,statusId,Random Forest,0.7941176470588235,0.07204381596421108,1_4
Mexican Grand Prix,statusId,Gradient Boosting,0.7843137254901961,0.09705387192756533,1_4
Mexican Grand Prix,statusId,Logistic Regression,0.7352941176470589,0.0415945165403851,1_4
Mexican Grand Prix,statusId,KNN,0.7843137254901961,0.07336583111321451,1_4
Mexican Grand Prix,statusId,SVC,0.8039215686274509,0.0733658311132145,1_4
Mexican Grand Prix,statusId,LDA,0.7745098039215685,0.04999038738816452,1_4
Mexican Grand Prix,statusId,MLP,0.7549019607843137,0.07336583111321451,1_4
Mexican Grand Prix,statusId,Extra Trees,0.7628048780487804,0.04827738527520426,1_5
Mexican Grand Prix,statusId,Random Forest,0.7546747967479673,0.05800985349619955,1_5
Mexican Grand Prix,statusId,Gradient Boosting,0.7136178861788617,0.07384569001843215,1_5
Mexican Grand Prix,statusId,Logistic Regression,0.7871951219512194,0.05650918266583036,1_5
Mexican Grand Prix,statusId,KNN,0.8038617886178862,0.07077433067674858,1_5
Mexican Grand Prix,statusId,SVC,0.8038617886178862,0.07077433067674858,1_5
Mexican Grand Prix,statusId,LDA,0.7955284552845528,0.06294646864806698,1_5
Mexican Grand Prix,statusId,MLP,0.7707317073170733,0.044885117859649666,1_5
Brazilian Grand Prix,statusId,Extra Trees,0.644620811287478,0.10959606485471277,1_3
Brazilian Grand Prix,statusId,Random Forest,0.6331569664902998,0.08336015730579524,1_3
Brazilian Grand Prix,statusId,Gradient Boosting,0.6569664902998236,0.12852412258770418,1_3
Brazilian Grand Prix,statusId,Logistic Regression,0.5097001763668431,0.1885723654973356,1_3
Brazilian Grand Prix,statusId,KNN,0.644620811287478,0.1009074226622003,1_3
Brazilian Grand Prix,statusId,SVC,0.755731922398589,0.06408939086633729,1_3
Brazilian Grand Prix,statusId,LDA,0.48412698412698413,0.2216651285294463,1_3
Brazilian Grand Prix,statusId,MLP,0.5462962962962963,0.18809443191595793,1_3
Brazilian Grand Prix,statusId,Extra Trees,0.6764705882352943,0.024014605321403714,1_4
Brazilian Grand Prix,statusId,Random Forest,0.7058823529411765,0.06353667351380252,1_4
Brazilian Grand Prix,statusId,Gradient Boosting,0.6862745098039215,0.013864838846795053,1_4
Brazilian Grand Prix,statusId,Logistic Regression,0.6862745098039217,0.15989712186568716,1_4
Brazilian Grand Prix,statusId,KNN,0.7745098039215687,0.0604354314016566,1_4
Brazilian Grand Prix,statusId,SVC,0.7843137254901961,0.0604354314016566,1_4
Brazilian Grand Prix,statusId,LDA,0.7941176470588235,0.06353667351380252,1_4
Brazilian Grand Prix,statusId,MLP,0.5980392156862746,0.09091782838721281,1_4
Brazilian Grand Prix,statusId,Extra Trees,0.6963414634146341,0.034247816698903304,1_5
Brazilian Grand Prix,statusId,Random Forest,0.6471544715447154,0.034798267575662956,1_5
Brazilian Grand Prix,statusId,Gradient Boosting,0.6886178861788617,0.021479422461175426,1_5
Brazilian Grand Prix,statusId,Logistic Regression,0.6711382113821139,0.08794215405694711,1_5
Brazilian Grand Prix,statusId,KNN,0.7046747967479675,0.054027586513143364,1_5
Brazilian Grand Prix,statusId,SVC,0.7455284552845528,0.03369818174969549,1_5
Brazilian Grand Prix,statusId,LDA,0.7038617886178861,0.09166148381865276,1_5
Brazilian Grand Prix,statusId,MLP,0.6376016260162601,0.15836163997571345,1_5
Abu Dhabi Grand Prix,statusId,Extra Trees,0.5595238095238094,0.16001464407663454,1_3
Abu Dhabi Grand Prix,statusId,Random Forest,0.5590828924162258,0.18683234864312706,1_3
Abu Dhabi Grand Prix,statusId,Gradient Boosting,0.5718694885361552,0.16898230837879577,1_3
Abu Dhabi Grand Prix,statusId,Logistic Regression,0.3628747795414462,0.17858068214750644,1_3
Abu Dhabi Grand Prix,statusId,KNN,0.5480599647266314,0.1568686158207388,1_3
Abu Dhabi Grand Prix,statusId,SVC,0.6194885361552028,0.187141136016613,1_3
Abu Dhabi Grand Prix,statusId,LDA,0.48721340388007056,0.1403377578838524,1_3
Abu Dhabi Grand Prix,statusId,MLP,0.5590828924162258,0.18683234864312706,1_3
Abu Dhabi Grand Prix,statusId,Extra Trees,0.7058823529411765,0.02401460532140371,1_4
Abu Dhabi Grand Prix,statusId,Random Forest,0.7254901960784315,0.036682915556607236,1_4
Abu Dhabi Grand Prix,statusId,Gradient Boosting,0.6372549019607844,0.06043543140165665,1_4
Abu Dhabi Grand Prix,statusId,Logistic Regression,0.5980392156862745,0.15439231125513359,1_4
Abu Dhabi Grand Prix,statusId,KNN,0.7647058823529411,0.0415945165403851,1_4
Abu Dhabi Grand Prix,statusId,SVC,0.7647058823529411,0.024014605321403665,1_4
Abu Dhabi Grand Prix,statusId,LDA,0.6470588235294118,0.11004874666982178,1_4
Abu Dhabi Grand Prix,statusId,MLP,0.6960784313725491,0.03668291555660728,1_4
Abu Dhabi Grand Prix,statusId,Extra Trees,0.7544715447154472,0.051213059343166244,1_5
Abu Dhabi Grand Prix,statusId,Random Forest,0.6886178861788617,0.04063414308812942,1_5
Abu Dhabi Grand Prix,statusId,Gradient Boosting,0.6965447154471546,0.025073426443077196,1_5
Abu Dhabi Grand Prix,statusId,Logistic Regression,0.5565040650406504,0.09612940195806033,1_5
Abu Dhabi Grand Prix,statusId,KNN,0.7784552845528455,0.02244992076664079,1_5
Abu Dhabi Grand Prix,statusId,SVC,0.7867886178861788,0.012985880361758783,1_5
Abu Dhabi Grand Prix,statusId,LDA,0.5404471544715448,0.10085930290304106,1_5
Abu Dhabi Grand Prix,statusId,MLP,0.6973577235772358,0.05840163418776431,1_5
